junction	genome	genome.anomaly	genome.pval	reg	reg.anomaly	reg.pval	junc	junc.anom	junc.pval	FarJunc	FarJunc.anom	FarJunc.pval	unaligned	NoPartner	NetPValue	X_1NoIndels.Indels	X_2NoIndels.Indels	badfj1is1	badfj2is1	ExonL	ExonR	numReads.x	logsum_2.x	productPhat_lower.x	productPhat.x	junction_cdf.x	junction_cdf_lower.x	numReads.y	logsum_2.y	productPhat_lower.y	productPhat.y	junction_cdf.y	junction_cdf_lower.y	junction_cdf_windel_diff	sample	sampleType	chr1	gene1	pos1	strand1	chr2	gene2	pos2	strand2	type	discrete_p	emp_p	sinfo	fusionInfo	sampleid
11	chr11:MTRNR2L8:10530516:+:chrM:None:2104:-:no_fusion,num=4,score=0.0,gap=0	9	0	0.999794839408	0	0	-	0	0	-	0	0	-	2	0	0.999794839408	10:0	1:0	0	0	0	0	5	-6.50377469035632	0.00149777487280746	0.0225051722220158	0.35	0.208	5	-6.50377469035632	0.00149777487280746	0.0225051722220158	0.297	0.162	0	spork_1_Fetal_Lung_397_ATGTCA_L008_naive_report_Appended.txt	normal_fetal_8_15	chr11	MTRNR2L8	10530516	+	chrM	None	2104	-	no_fusion,num=4,score=0.0,gap=0	0.3	0	spork_1_Fetal_Lung_397_ATGTCA_L008_naive_report_Appended.txt normal_fetal_8_15	chr11:MTRNR2L8:10530516:+:chrM:None:2104:-:no_fusion,num=4,score=0.0,gap=0	5
12	chr5:MIR4280:86180301:+:chr6:RPL10A:35438113:-:no_fusion,num=3,score=0.0,gap=0	3	0	0.984059226067	0	0	-	0	0	-	7	0	0.144240575581	1	0	0.78724430586	11:0	7:0	0	0	0	60	2	-4.39164586581217	0.0123803360709708	0.618879094881817	0.306	0.179	2	-4.39164586581217	0.0123803360709708	0.618879094881817	0.319	0.194	0	spork_1_Fetal_Lung_395_AGTTCC_L007_naive_report_Appended.txt	normal_fetal_8_15	chr5	MIR4280	86180301	+	chr6	RPL10A	35438113	-	no_fusion,num=3,score=0.0,gap=0	0.32	0	spork_1_Fetal_Lung_395_AGTTCC_L007_naive_report_Appended.txt normal_fetal_8_15	chr5:MIR4280:86180301:+:chr6:RPL10A:35438113:-:no_fusion,num=3,score=0.0,gap=0	6
13	chr14:TMEM30B:61745706:+:chr1:FAM5C:190134625:-:no_fusion,num=5,score=0.11498973306,gap=0	0	5	-	0	0	-	0	0	-	0	0	-	1	0	-	6:0	0	0	0	0	5	3	-5.23756174373078	0.00531319598840345	0.013720368037828	0.27	0.239	3	-5.23756174373078	0.00531319598840345	0.013720368037828	0.291	0.258	0	spork_1_Fetal_Lung_395_AGTTCC_L007_naive_report_Appended.txt	normal_fetal_8_15	chr14	TMEM30B	61745706	+	chr1	FAM5C	190134625	-	no_fusion,num=5,score=0.11498973306,gap=0	0.29	0	spork_1_Fetal_Lung_395_AGTTCC_L007_naive_report_Appended.txt normal_fetal_8_15	chr14:TMEM30B:61745706:+:chr1:FAM5C:190134625:-:no_fusion,num=5,score=0.11498973306,gap=0	6
14	chr19:MARCH2:8486032:+:chr17:C17orf76-AS1:16344915:+:no_fusion,num=7,score=0.134529147982,gap=0	0	3	-	0	0	-	0	0	-	0	0	-	0	0	-	3:0	0	0	0	6	220	3	-5.88112669573714	0.0027916381756259	0.00806660377707674	0.249	0.226	3	-5.88112669573714	0.0027916381756259	0.00806660377707674	0.276	0.237	0	spork_1_Fetal_Lung_395_AGTTCC_L007_naive_report_Appended.txt	normal_fetal_8_15	chr19	MARCH2	8486032	+	chr17	C17orf76-AS1	16344915	+	no_fusion,num=7,score=0.134529147982,gap=0	0.28	0	spork_1_Fetal_Lung_395_AGTTCC_L007_naive_report_Appended.txt normal_fetal_8_15	chr19:MARCH2:8486032:+:chr17:C17orf76-AS1:16344915:+:no_fusion,num=7,score=0.134529147982,gap=0	6
15	chr5:ZSWIM6:60687175:+:chr22:RPL3:39711545:-:no_fusion,num=2,score=0.0,gap=0	3	0	0.927726046283	0	0	-	0	0	-	1	0	0.704769833076	1	0	0.962988008695	1:0	5:0	0	0	12	746	2	-0.398642740149064	0.671230462217306	0.896436632326713	0.53	0.324	2	-0.398642740149064	0.671230462217306	0.896436632326713	0.496	0.306	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt	normal_fetal_8_15	chr5	ZSWIM6	60687175	+	chr22	RPL3	39711545	-	no_fusion,num=2,score=0.0,gap=0	0.5	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt normal_fetal_8_15	chr5:ZSWIM6:60687175:+:chr22:RPL3:39711545:-:no_fusion,num=2,score=0.0,gap=0	7
16	chr15:TJP1:29992920:+:chr13:FAM155A:107605294:+:no_fusion,num=2,score=0.0918367346939,gap=0	0	4	-	0	0	-	0	0	-	0	0	-	0	0	-	4:0	0	0	0	74	10	4	-2.85766554983255	0.0574026075015248	0.0593052239563026	0.313	0.309	4	-2.85766554983255	0.0574026075015248	0.0593052239563026	0.325	0.325	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt	normal_fetal_8_15	chr15	TJP1	29992920	+	chr13	FAM155A	107605294	+	no_fusion,num=2,score=0.0918367346939,gap=0	0.32	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt normal_fetal_8_15	chr15:TJP1:29992920:+:chr13:FAM155A:107605294:+:no_fusion,num=2,score=0.0918367346939,gap=0	7
17	chr5:MIR4280:86180298:+:chr1:PLD5:242528945:-:no_fusion,num=2,score=0.0,gap=0	0	7	-	0	1	-	0	0	-	6	0	0.0693756292512	1	0	0.0693756292512	14:0	6:0	0	0	0	1	7	-11.7652751718416	7.76972977764274e-06	3.72043558654958e-05	0.159	0.104	7	-11.7652751718416	7.76972977764274e-06	3.72043558654958e-05	0.182	0.133	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt	normal_fetal_8_15	chr5	MIR4280	86180298	+	chr1	PLD5	242528945	-	no_fusion,num=2,score=0.0,gap=0	0.18	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt normal_fetal_8_15	chr5:MIR4280:86180298:+:chr1:PLD5:242528945:-:no_fusion,num=2,score=0.0,gap=0	7
18	chr5:CSNK1G3:123098086:+:chr7:GNAI1:79848368:+:no_fusion,num=9,score=0.0791666666667,gap=0	0	6	-	0	0	-	0	0	-	1	3	0.0248014915057	2	0	0.0248014915057	12:1	1:0	0	0	30	84	5	-7.09795866519559	0.000826790958959242	0.00162279640976357	0.202	0.179	5	-7.09795866519559	0.000826790958959242	0.00162279640976357	0.229	0.204	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt	normal_fetal_8_15	chr5	CSNK1G3	123098086	+	chr7	GNAI1	79848368	+	no_fusion,num=9,score=0.0791666666667,gap=0	0.23	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt normal_fetal_8_15	chr5:CSNK1G3:123098086:+:chr7:GNAI1:79848368:+:no_fusion,num=9,score=0.0791666666667,gap=0	7
19	chr3:PTPRG:61728333:+:chr8:LOC100287846:48069254:-:no_fusion,num=2,score=0.0,gap=0	2	3	0.017256990398	0	2	-	0	0	-	6	0	0.304817769082	0	0	0.049252544868	11:0	6:0	0	0	46	0	5	-4.03994627752139	0.0175984178208534	0.0213722399890752	0.313	0.297	5	-4.03994627752139	0.0175984178208534	0.0213722399890752	0.344	0.329	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt	normal_fetal_8_15	chr3	PTPRG	61728333	+	chr8	LOC100287846	48069254	-	no_fusion,num=2,score=0.0,gap=0	0.34	0	spork_1_Fetal_Lung_388_AGTCAA_L007_naive_report_Appended.txt normal_fetal_8_15	chr3:PTPRG:61728333:+:chr8:LOC100287846:48069254:-:no_fusion,num=2,score=0.0,gap=0	7
20	chr7:FAM133DP:92207465:+:chr2:CYTIP:158236619:+:no_fusion,num=3,score=0.0,gap=0	3	1	0.997524457203	0	4	-	0	0	-	4	0	0.542843802013	0	0	0.988407102318	8:0	4:0	0	0	1	0	2	-1.08870310784672	0.336652813107675	0.645023235617227	0.324	0.252	2	-1.08870310784672	0.336652813107675	0.645023235617227	0.344	0.277	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt	normal_fetal_8_15	chr7	FAM133DP	92207465	+	chr2	CYTIP	158236619	+	no_fusion,num=3,score=0.0,gap=0	0.34	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt normal_fetal_8_15	chr7:FAM133DP:92207465:+:chr2:CYTIP:158236619:+:no_fusion,num=3,score=0.0,gap=0	8
21	chr12:MIR135A2:98166268:-:chr12:CCND2:4414179:+:no_fusion,num=2,score=0.112359550562,gap=0	0	5	-	0	0	-	0	0	-	0	0	-	4	0	-	9:0	0	0	0	0	102	5	-3.49458555224256	0.0303613290141688	0.030690637008996	0.355	0.355	5	-3.49458555224256	0.0303613290141688	0.030690637008996	0.37	0.369	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt	normal_fetal_8_15	chr12	MIR135A2	98166268	-	chr12	CCND2	4414179	+	no_fusion,num=2,score=0.112359550562,gap=0	0.37	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt normal_fetal_8_15	chr12:MIR135A2:98166268:-:chr12:CCND2:4414179:+:no_fusion,num=2,score=0.112359550562,gap=0	8
22	chr17:SLC16A5:73081574:+:chr9:ZCCHC6:89076556:+:no_fusion,num=3,score=0.003367003367,gap=0	0	5	-	0	0	-	0	0	-	1	0	0.135731793964	0	0	0.135731793964	6:0	1:0	0	0	4	25	3	-2.51749712023646	0.0806612396973013	0.0921619786973595	0.276	0.272	3	-2.51749712023646	0.0806612396973013	0.0921619786973595	0.3	0.291	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt	normal_fetal_8_15	chr17	SLC16A5	73081574	+	chr9	ZCCHC6	89076556	+	no_fusion,num=3,score=0.003367003367,gap=0	0.3	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt normal_fetal_8_15	chr17:SLC16A5:73081574:+:chr9:ZCCHC6:89076556:+:no_fusion,num=3,score=0.003367003367,gap=0	8
23	chr15:SNORD116-1:25295914:+:chr12:TBX5:114822529:+:no_fusion,num=7,score=0.0924499229584,gap=0	1	4	0.0432318580912	0	0	-	0	0	-	0	0	-	1	0	0.0432318580912	2:1	4:1	0	0	0	42	4	-3.03486122566215	0.0480813348680432	0.0527402262743023	0.338	0.329	4	-3.03486122566215	0.0480813348680432	0.0527402262743023	0.344	0.339	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt	normal_fetal_8_15	chr15	SNORD116-1	25295914	+	chr12	TBX5	114822529	+	no_fusion,num=7,score=0.0924499229584,gap=0	0.34	0	spork_1_Fetal_Lung_361_CAGATC_L005_naive_report_Appended.txt normal_fetal_8_15	chr15:SNORD116-1:25295914:+:chr12:TBX5:114822529:+:no_fusion,num=7,score=0.0924499229584,gap=0	8
24	chr11:IGF2:2151828:+:chr1:SLC2A5:9141324:+:no_fusion,num=2,score=0.179347826087,gap=0	0	4	-	0	0	-	0	0	-	0	0	-	0	0	-	4:2	0	0	0	4	1	4	-5.35124657310582	0.00474223576972234	0.0362487907949919	1	1	4	-5.35124657310582	0.00474223576972234	0.0362487907949919	1	1	0	spork_1_Fetal_Liver_364_ATTCCT_L007_006_naive_report_Appended.txt	normal_fetal_8_15	chr11	IGF2	2151828	+	chr1	SLC2A5	9141324	+	no_fusion,num=2,score=0.179347826087,gap=0	1	0	spork_1_Fetal_Liver_364_ATTCCT_L007_006_naive_report_Appended.txt normal_fetal_8_15	chr11:IGF2:2151828:+:chr1:SLC2A5:9141324:+:no_fusion,num=2,score=0.179347826087,gap=0	9
25	chr17:MTRNR2L1:22020733:+:chrM:None:7:+:no_fusion,num=5,score=0.0,gap=0	9	1	0.799878012334	0	0	-	0	0	-	0	0	-	4	0	0.799878012334	5:0	10:0	0	0	0	0	6	-95.3482229544213	3.89756091597994e-42	6.13005369484682e-09	0.257	0	6	-95.3482229544213	3.89756091597994e-42	6.13005369484682e-09	0.233	0	0	spork_1_Fetal_Liver_364_ATTCCT_L007_006_naive_report_Appended.txt	normal_fetal_8_15	chr17	MTRNR2L1	22020733	+	chrM	None	7	+	no_fusion,num=5,score=0.0,gap=0	0.23	0	spork_1_Fetal_Liver_364_ATTCCT_L007_006_naive_report_Appended.txt normal_fetal_8_15	chr17:MTRNR2L1:22020733:+:chrM:None:7:+:no_fusion,num=5,score=0.0,gap=0	9
26	chr1:SPTA1:158580928:+:chr7:ADAM22:87712931:-:no_fusion,num=4,score=0.150753768844,gap=0	0	1	-	0	1	-	0	0	-	0	0	-	0	0	-	2:0	0	0	0	57	1	2	-1.85251510846823	0.156842194691556	0.219586254079148	1	1	2	-1.85251510846823	0.156842194691556	0.219586254079148	1	1	0	spork_1_Fetal_Liver_364_ATTCCT_L007_006_naive_report_Appended.txt	normal_fetal_8_15	chr1	SPTA1	158580928	+	chr7	ADAM22	87712931	-	no_fusion,num=4,score=0.150753768844,gap=0	1	0	spork_1_Fetal_Liver_364_ATTCCT_L007_006_naive_report_Appended.txt normal_fetal_8_15	chr1:SPTA1:158580928:+:chr7:ADAM22:87712931:-:no_fusion,num=4,score=0.150753768844,gap=0	9
27	chr3:AHSG:186339108:+:chr3:PIK3CB:138507808:+:no_fusion,num=2,score=0.0,gap=0	0	3	-	0	0	-	0	0	-	0	0	-	2	0	-	0	7:0	0	0	1112	2	2	-1.86493353350737	0.154906505634857	0.225891059790127	0.364	0.328	2	-1.86493353350737	0.154906505634857	0.225891059790127	0.39	0.363	0	spork_1_Fetal_Liver_364_ATTCCT_L007_005_naive_report_Appended.txt	normal_fetal_8_15	chr3	AHSG	186339108	+	chr3	PIK3CB	138507808	+	no_fusion,num=2,score=0.0,gap=0	0.39	0	spork_1_Fetal_Liver_364_ATTCCT_L007_005_naive_report_Appended.txt normal_fetal_8_15	chr3:AHSG:186339108:+:chr3:PIK3CB:138507808:+:no_fusion,num=2,score=0.0,gap=0	10
28	chr6:GSTA4:52860768:+:chr16:PLCG2:81995700:+:no_fusion,num=2,score=0.0,gap=0	2	0	0.95435169732	0	0	-	0	0	-	0	0	-	1	0	0.95435169732	2:0	2:0	0	0	8	1	2	-12.7152991239028	3.00480127412465e-06	0.0965312084992141	0.297	0.028	2	-12.7152991239028	3.00480127412465e-06	0.0965312084992141	0.332	0.022	0	spork_1_Fetal_Liver_364_ATTCCT_L007_005_naive_report_Appended.txt	normal_fetal_8_15	chr6	GSTA4	52860768	+	chr16	PLCG2	81995700	+	no_fusion,num=2,score=0.0,gap=0	0.33	0	spork_1_Fetal_Liver_364_ATTCCT_L007_005_naive_report_Appended.txt normal_fetal_8_15	chr6:GSTA4:52860768:+:chr16:PLCG2:81995700:+:no_fusion,num=2,score=0.0,gap=0	10
29	chrX:GPC3:132670061:+:chr17:SLC39A11:71078257:+:no_fusion,num=2,score=0.174418604651,gap=0	0	2	-	0	0	-	0	0	-	0	0	-	0	0	-	2:0	0	0	0	214	1	2	-1.92051420468177	0.146531595522634	0.223181208166977	0.374	0.342	2	-1.92051420468177	0.146531595522634	0.223181208166977	0.364	0.329	0	spork_1_Fetal_Liver_364_ATTCCT_L007_004_naive_report_Appended.txt	normal_fetal_8_15	chrX	GPC3	132670061	+	chr17	SLC39A11	71078257	+	no_fusion,num=2,score=0.174418604651,gap=0	0.36	0	spork_1_Fetal_Liver_364_ATTCCT_L007_004_naive_report_Appended.txt normal_fetal_8_15	chrX:GPC3:132670061:+:chr17:SLC39A11:71078257:+:no_fusion,num=2,score=0.174418604651,gap=0	11
30	chr17:MTRNR2L1:22020733:+:chrM:None:7:+:no_fusion,num=5,score=0.0,gap=0	11	2	0.999792695192	0	0	-	0	0	-	1	1	0.285493761137	2	0	0.999681627413	11:0	8:0	0	0	0	0	4	-15.9796284056779	1.1485120617636e-07	0.39382018154429	0.714	0.028	4	-15.9796284056779	1.1485120617636e-07	0.39382018154429	0.739	0.029	0	spork_1_Fetal_Liver_364_ATTCCT_L007_004_naive_report_Appended.txt	normal_fetal_8_15	chr17	MTRNR2L1	22020733	+	chrM	None	7	+	no_fusion,num=5,score=0.0,gap=0	0.74	0	spork_1_Fetal_Liver_364_ATTCCT_L007_004_naive_report_Appended.txt normal_fetal_8_15	chr17:MTRNR2L1:22020733:+:chrM:None:7:+:no_fusion,num=5,score=0.0,gap=0	11
31	chr6:GSTA4:52860768:+:chr12:HECTD4:112705050:+:no_fusion,num=2,score=0.00505050505051,gap=0	11	0	0.957562911503	0	0	-	0	0	-	0	0	-	1	0	0.957562911503	4:0	8:0	0	0	8	11	5	-21.532347042656	4.45266987102534e-10	0.194810946828784	0.589	0.017	5	-21.532347042656	4.45266987102534e-10	0.194810946828784	0.575	0.025	0	spork_1_Fetal_Liver_364_ATTCCT_L007_003_naive_report_Appended.txt	normal_fetal_8_15	chr6	GSTA4	52860768	+	chr12	HECTD4	112705050	+	no_fusion,num=2,score=0.00505050505051,gap=0	0.57	0	spork_1_Fetal_Liver_364_ATTCCT_L007_003_naive_report_Appended.txt normal_fetal_8_15	chr6:GSTA4:52860768:+:chr12:HECTD4:112705050:+:no_fusion,num=2,score=0.00505050505051,gap=0	12
32	chr17:MTRNR2L1:22020733:+:chrM:None:7:+:no_fusion,num=11,score=0.0,gap=0	12	0	0.965636812903	0	0	-	0	0	-	3	4	0.840582459398	2	0	0.984020241989	10:0	14:0	0	0	0	0	5	-20.381931180844	1.40682396431721e-09	0.894193231312688	0.983	0.018	5	-20.381931180844	1.40682396431721e-09	0.894193231312688	0.981	0.028	0	spork_1_Fetal_Liver_364_ATTCCT_L007_003_naive_report_Appended.txt	normal_fetal_8_15	chr17	MTRNR2L1	22020733	+	chrM	None	7	+	no_fusion,num=11,score=0.0,gap=0	0.98	0	spork_1_Fetal_Liver_364_ATTCCT_L007_003_naive_report_Appended.txt normal_fetal_8_15	chr17:MTRNR2L1:22020733:+:chrM:None:7:+:no_fusion,num=11,score=0.0,gap=0	12
33	chr3:FSTL1:120219035:+:chr12:EIF4B:53435296:-:no_fusion,num=3,score=0.148409893993,gap=0	2	0	0.399078097108	0	0	-	0	0	-	0	0	-	1	0	0.399078097108	3:0	0	0	0	10	2	2	-8.60738218503819	0.00018275169488549	0.996314665045347	1	0.046	2	-8.60738218503819	0.00018275169488549	0.996314665045347	1	0.052	0	spork_1_Fetal_Liver_364_ATTCCT_L007_003_naive_report_Appended.txt	normal_fetal_8_15	chr3	FSTL1	120219035	+	chr12	EIF4B	53435296	-	no_fusion,num=3,score=0.148409893993,gap=0	1	0	spork_1_Fetal_Liver_364_ATTCCT_L007_003_naive_report_Appended.txt normal_fetal_8_15	chr3:FSTL1:120219035:+:chr12:EIF4B:53435296:-:no_fusion,num=3,score=0.148409893993,gap=0	12
